design_id,config,hash,cells,flops,xor_cells,chip_area_um2,seq_area_um2,seq_pct,lint_rc,ts_utc,die_w_um,die_h_um,vdd_v,clock_period_ns,core_util,bump_pitch_um,strap_pitch_um,strap_width_um,pdn_layers
orfs_ssd_ctrl_cfg_run_03_p24,orfs_ssd_ctrl_cfg_run_03_p24,c1a9064c27c3,73493,7962,265,189773.444,36686.188,19.33,0,2026-09-04T09:39:12Z,444.21,444.21,1.1,1.0,0.359,nan,30.0,1.4,M1-M4-M7
