design_id,config,hash,cells,flops,xor_cells,chip_area_um2,seq_area_um2,seq_pct,lint_rc,ts_utc,die_w_um,die_h_um,vdd_v,clock_period_ns,core_util,bump_pitch_um,strap_pitch_um,strap_width_um,pdn_layers
orfs_ibex,orfs_ibex,01047ba011c2,31761,1938,179,56102.592,10096.562,18.0,0,2026-09-04T06:25:00Z,239.28,239.28,1.1,1.0,0.525,nan,30.0,1.4,M1-M4-M7
