design,seqwrite_std_mv,triggered_injection,seqwrite_max_mv,after_removing_ramp_max_mv,after_removing_ramp_std_mv,var_explained_by_ramp,asrun_max_mv
orfs_ibex,1.126982764658063,False,8.59503,8.581696666666666,1.2025763876713655,-1.1942076338433,6.9664980000000005
orfs_gcd,2.4868536277658584,False,11.83675,11.526383333333333,2.4764962038831637,-0.5625960916265225,9.593997368421054
orfs_ssd_ctrl_cfg_small,0.2775593475754846,False,1.8028300000000002,1.5761633333333334,0.3582486153770649,-1.0764417052899544,1.461241157894737
orfs_ssd_ctrl_cfg_run_01_p12,0.12228964494697195,True,0.64,0.25206999999999996,0.03430456776398813,0.8809914316405185,0.5187368421052633
orfs_ssd_ctrl_cfg_run_02_p24,0.13354271712928223,True,1.06146,0.7881266666666666,0.11370931223473515,-0.21538863057351998,0.8603412631578948
orfs_ssd_ctrl_cfg_run_03_p24,0.12223877330334805,True,1.1664100000000002,0.7797433333333335,0.107104158179251,-0.3712320949000001,0.9454060000000002
orfs_ssd_ctrl_cfg_run_04_p16,0.12104113651855555,True,0.68574,0.39122333333333326,0.05480040925671639,0.6782255142031337,0.5558103157894738
orfs_ssd_ctrl_cfg_mid,0.28146622239083813,False,1.57257,1.2392366666666665,0.3663701544560302,-0.7928005286790418,1.2746093684210527
