variant,precision,recall,threshold_v
physics_only,0.08241368836691303,1.0,0.0003778879265853
physics_only,0.08242203321182665,1.0,0.0003780973006107
physics_only,0.08243037974683544,1.0,0.0003783949442478
physics_only,0.08243872797245291,1.0,0.0003788079647779
physics_only,0.08244707788919275,1.0,0.0003804242345374
physics_only,0.08245542949756889,1.0,0.0003811641509937
physics_only,0.08246378279809544,1.0,0.0003811706856199
physics_only,0.08247213779128673,1.0,0.0003839245272885
physics_only,0.0824804944776573,1.0,0.0003842851524452
physics_only,0.08248885285772192,1.0,0.0003844823182192
physics_only,0.08249721293199554,1.0,0.000384539667455
physics_only,0.08250557470099332,1.0,0.0003851041610291
physics_only,0.08251393816523062,1.0,0.0003857760636141
physics_only,0.08252230332522303,1.0,0.000385804755575
physics_only,0.08253067018148637,1.0,0.0003867639266728
physics_only,0.08253903873453661,1.0,0.0003876035492792
physics_only,0.08254740898488996,1.0,0.0003883239633787
physics_only,0.08255578093306289,1.0,0.0003887343098465
physics_only,0.08256415457957196,1.0,0.0003887882293315
physics_only,0.08257252992493407,1.0,0.0003891071196736
physics_only,0.08258090696966623,1.0,0.0003892917225095
physics_only,0.08258928571428571,1.0,0.0003900096184367
physics_only,0.08259766615931,1.0,0.0003905811166722
physics_only,0.08260604830525675,1.0,0.000390831840128
