fit_scope,design,scenario,target,signoff_clean,k_sheet,k_bump,r2,mae_mv,rmse_mv,bias_mv,spearman,pearson,label_max_mv,n
per_scenario,orfs_gcd,gc_compact,tile_mean,True,64.1977564792804,641.9775647928041,0.026140886499682492,1.6602238270559677,1.9794342925527455,-0.01844444549048493,0.23346852863555573,0.18153808395559384,9.9654575,576
per_scenario,orfs_gcd,ecc_recover,tile_mean,True,64.18812223576246,641.8812223576247,0.026140910412431606,0.8301123110124087,0.9897174909906067,-0.0092222152646491,0.23349659751545718,0.18153810582911473,4.982729999999999,576
per_scenario,orfs_ssd_ctrl_cfg_small,idle,tile_mean,True,10.958715968637176,109.58715968637176,-0.11560195074730051,0.10616547437003669,0.13093629771193904,-0.035099122781592426,0.5644535076482556,0.5744695843349888,0.6257699999999999,576
per_scenario,orfs_ssd_ctrl_cfg_small,seq_read,tile_mean,True,142.66583874582656,1426.6583874582657,-0.9868230006844787,0.25211095771338843,0.2967988886119325,-0.0889421905143059,-0.22799135326306044,-0.20619219211123072,1.1723375,576
per_scenario,orfs_ssd_ctrl_cfg_small,seq_write,tile_mean,True,358.574261161083,3585.74261161083,-0.9673960620378923,0.3084000442510484,0.3643856020913094,-0.10720974667674578,-0.22904829457931694,-0.20827471100583242,1.446389375,576
per_scenario,orfs_ssd_ctrl_cfg_small,rand_read_4k,tile_mean,True,274.3827810274336,2743.827810274336,-1.0191689458416646,0.25522675734551264,0.29920511249067666,-0.09278163177215389,-0.21765725899205185,-0.1961739912835677,1.1723375,576
per_scenario,orfs_ssd_ctrl_cfg_small,gc_compact,tile_mean,True,403.4194790987113,4034.194790987113,-0.9456798175763597,0.25641272674315974,0.3051528011228512,-0.08762878524233096,-0.23650443409707772,-0.21521824551884453,1.2180124999999997,576
per_scenario,orfs_ssd_ctrl_cfg_small,ecc_recover,tile_mean,True,121.17143471333846,1211.7143471333845,-2.4380305034570466,0.1831260906323324,0.2241866817828937,-0.08788528085603155,0.36935605204330246,0.4237744269754132,0.894683125,576
per_scenario,orfs_ssd_ctrl_cfg_run_01_p12,idle,tile_mean,False,11.220166141006118,112.20166141006118,0.013363595519562566,0.1050497743509455,0.12874775927331836,-0.031806607101665475,0.5614663234084526,0.5755333074618896,0.62,576
per_scenario,orfs_ssd_ctrl_cfg_run_01_p12,seq_read,tile_mean,False,141.34723190149816,1413.4723190149816,-0.0746668612486252,0.10473726030568693,0.12692784327904827,-0.035433628002736195,0.5809583276670527,0.6192343618328098,0.62,576
per_scenario,orfs_ssd_ctrl_cfg_run_01_p12,seq_write,tile_mean,False,429.74271137724185,4297.427113772418,-0.07523755545375543,0.10303230257112855,0.1258292487246126,-0.03517373986819926,0.5966235669020744,0.6301233931861204,0.62,576
per_scenario,orfs_ssd_ctrl_cfg_run_01_p12,rand_read_4k,tile_mean,False,272.30871200019266,2723.0871200019265,-0.17697160445638915,0.11000096791347928,0.13283207740937258,-0.03941537968277038,0.5588877853782231,0.599630762202769,0.62,576
